,Owner,TH link,Gene,Past Forms,Level,XP,Damage (health/10),Tool x Use,Myo? (yes/no)
2300,smolowls,https://toyhou.se/21709281.2300,Elementary ,,1,0/5,10/10,,
2301,Peachiibee.s ,https://toyhou.se/21709306.2301,Feyndeer,,8,5/18,10/10,Greater Pickaxe x6,
2302,smile._.dogg,https://toyhou.se/21717373.2302,Elementary ,,1,0/5,10/10,,no
2303,c0smic_m4tter,https://toyhou.se/21720060.2303,Elementary ,,1,0/5,10/10,,no
2304,Gurkschenkaddse,https://toyhou.se/21720583.2304-myo,Elementary ,,1,0/5,10/10,,yes
2305,zak_5670,https://toyhou.se/21724531.2305,Elementary ,,1,0/5,10/10,,no
2306, sketchy.pigeon,https://toyhou.se/21724544.2306,Elementary ,,1,0/5,10/10,,no
2307,mixies_sketchbook,https://toyhou.se/21724567.2307,Elementary ,,1,0/5,10/10,,no
2308,mixies_sketchbook,https://toyhou.se/21724587.2308,Elementary ,,1,0/5,10/10,,no
2309,n/a,https://toyhou.se/21724617.2309,Elementary ,,1,0/5,10/10,,no
2310,n/a,https://toyhou.se/21724626.2310,Elementary ,,1,0/5,10/10,,no
2311,sketchy.pigeon,https://toyhou.se/21724634.2311,Elementary ,,1,0/5,10/10,,no
2312,chaotic_clueless,https://toyhou.se/21724644.2312,Elementary ,,5,2/10,9/10,,no
2313,Smolowls,https://toyhou.se/21724663.2313,Elementary ,,1,0/5,10/10,,no
2314,mixies_sketchbook,https://toyhou.se/21724675.2314,Elementary ,,1,0/5,10/10,,no
2315,n/a,https://toyhou.se/21724694.2315,Elementary ,,1,0/5,10/10,,no
2316,bergierpants,https://toyhou.se/21724704.2316,Elementary ,,1,0/5,10/10,,no
2317,chaotic_clueless,https://toyhou.se/21724745.2317,Elementary ,,5,0/10,10/10,,no
2318,lexie.doesart,https://toyhou.se/21724766.2318,Elementary ,,1,0/5,10/10,,no
2319,Smolowls,https://toyhou.se/21724788.2319,Elementary ,,1,0/5,10/10,,no
2320,sonyaisstrange,https://toyhou.se/21746490.2320,Elementary ,,1,0/5,10/10,,no
2321,c0smic_m4tter,https://toyhou.se/21746495.2321,Elementary ,,1,0/5,10/10,,no
2322,the_big_dumb_of_art,https://toyhou.se/21746510.2322,Elementary ,,1,0/5,10/10,,No
2323,c0smic_m4tter,https://toyhou.se/21747970.2323,Elementary ,,1,0/5,10/10,,No
2324,_fluffywuffyfluffo,2324 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2325,"mixies_sketchbook
tarotstrinkets",2325 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2326,oops.jinxed.it,2326 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2327,buggie.is.real,2327 on Toyhouse,Elementary ,,5,8/10,6/10,Lesser Pickaxe x1,No
2328,raeya_draws,2328 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2329,Kindhearted_mouse,2329 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2330,Kindhearted_mouse,2330 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2331,Honey_Umis,2331 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2332,c0smic_m4tter,2332 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2333,dyrag0n,2333 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2334,5erafina,2334 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2335,Pyr022_,2335 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2336,N/A,2336 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2337,Chaotic_Clueless,2337 on Toyhouse,Elementary ,,1,3/5,10/10,,No
2338,eepin,2338 on Toyhouse,Elementary ,,8,0/15,10/10,,No
2339,starrymaplebar.cs,2339 on Toyhouse,Elementary ,,1,1/5,10/10,,No
2340,_0_strawberrymilk_0_,2340 on Toyhouse,Elementary ,,1,2/5,9/10,,No
2341,Chaotic_Clueless,2341 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2342,c0smic_m4tter,2342 on Toyhouse,Elementary ,,1,0/5,10/10,,No
2343,honey_arcus,https://toyhou.se/21772563.2343,Elementary ,,1,0/5,10/10,,no
2344,phantomhive_art,https://toyhou.se/21772555.2344,Elementary ,,1,0/5,10/10,,no
2345,honey_arcus,https://toyhou.se/21772547.2345,Elementary ,,1,0/5,10/10,,no
2346,_infamous_comedown_ok,https://toyhou.se/21772536.2346,Elementary ,,1,1/5,10/10,,no
2347,Kindhearted_Mouse,2347 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2348,Chaotic_Clueless,2348 on Toyhouse,Feyndeer,,1,0/5,10/10,,no
2349,stwabby_roomz,https://toyhou.se/21800299.2349,Elementary ,,1,0/5,10/10,,no
2350,0_jellybee_0,https://toyhou.se/21800310.2350,Elementary ,,1,0/5,10/10,,no
2351,neighborlynarwhal,https://toyhou.se/21800326.2351,Elementary ,,1,0/5,10/10,,no
2352,_d3f4ult_art,https://toyhou.se/21800337.2352,Elementary ,,3,0/6,8/10,,no
2353,Frostartsstudios,https://toyhou.se/21800347.2353,Elementary ,,1,0/5,10/10,,no
2354,honey._milktea,https://toyhou.se/21800362.2354,Elementary ,,4,2/8,0/10,,no
2355,stwabby_roomz,https://toyhou.se/21828403.2355-myo,Elementary ,,1,0/5,10/10,,yes
2356,ivorypetalss,https://toyhou.se/21828626.2356-myo,Elementary ,,1,0/5,10/10,,yes
2357,peachiibee.s,https://toyhou.se/21835948.2357-myo,Elementary ,,1,0/5,10/10,,yes
2358,ghoulish_guy,https://toyhou.se/21846362.2358,Elementary ,,1,0/5,10/10,,no
2359, zak_5670,https://toyhou.se/21846381.2359,Elementary ,,1,0/5,10/10,,no
2360,honey_arcus,https://toyhou.se/21846398.2360,Elementary ,,1,0/5,10/10,,no
2361,sour.rot,https://toyhou.se/21846426.2361,Elementary ,,1,0/5,10/10,,no
2362,_fluffywuffyfluffo,https://toyhou.se/21846440.2362,Elementary ,,1,0/5,10/10,,no
2363,_fluffywuffyfluffo,https://toyhou.se/21846460.2363,Elementary ,,1,0/5,10/10,,no
2364,Nyxoom_draws,https://toyhou.se/21846467.2364,Elementary ,,1,0/5,10/10,,no
2365,n/a,https://toyhou.se/21846481.2365,Elementary ,,1,0/5,10/10,,no
2366,n/a,https://toyhou.se/21846492.2366,Elementary ,,1,0/5,10/10,,no
2367,_fluffywuffyfluffo,https://toyhou.se/21846500.2367,Elementary ,,1,0/5,10/10,,no
2368,_fluffywuffyfluffo,https://toyhou.se/21846559.2368,Elementary ,,1,0/5,10/10,,no
2369,bergierpants,https://toyhou.se/21846570.2369,Elementary ,,2,0/5,10/10,,no
2370,n/a,https://toyhou.se/21846585.2370,Elementary ,,1,0/5,10/10,,no
2371,skylos,https://toyhou.se/21846590.2371,Elementary ,,1,0/5,10/10,,no
2372,lark_barks,https://toyhou.se/21846599.2372,Elementary ,,1,0/5,10/10,,no
2373,chiliimelon,https://toyhou.se/21846611.2373,Elementary ,,1,2/5,10/10,,no
2374,Kindhearted_Mouse,https://toyhou.se/21849464.2374,Elementary ,,1,0/5,10/10,,
2375,Ssaltlicc,https://toyhou.se/21849461.2375,Elementary ,,1,0/5,10/10,,
2376,kittiesbythemillions,2376 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2377,zak_5670,2377 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2378,BinaBaun,2378 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2379,fish_b1te,2379 on Toyhouse,Elementary ,,8,9/18,8/10,,no
2380,zak_5670,2380 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2381,lightterrors,2381 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2382,buggie.is.real,2382 on Toyhouse,Elementary ,,3,4/6,8/10,,no
2383,N/A,2383 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2384,Sour.rot,https://toyhou.se/21856179.2384-myo,Ilgbii,,3,2/6,4/10,,no
2385,Mixies_sketchbook,2385 on Toyhouse,Elementary ,,1,0/5,10/10,,
2386,lythelfisch,https://toyhou.se/21880059.2386,Elementary ,,5,6/10,10/10,,no
2387,ssaltlicc,https://toyhou.se/21880094.2387,Elementary ,,1,0/5,10/10,,no
2388,_d3f4ult_art,https://toyhou.se/21880126.2388,Elementary ,,5,1/10,8/10,,no
2389,_pumpkin_pxtch_,https://toyhou.se/21880147.2389,Elementary ,,1,0/5,10/10,,no
2390,jay_the_shark_pup,2390 on ToyHouse,Elementary ,,3,2/6,10/10,,No
2391,N/A,2391 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2392,lazuu.uwu_art,https://toyhou.se/21896761.2392-myo,Elementary ,,1,0/5,10/10,,no
2393,lazuu.uwu_art,https://toyhou.se/21896766.2393,Elementary ,,1,0/5,10/10,,No
2394,lazuu.uwu_art,https://toyhou.se/21896773.2394,Elementary ,,1,0/5,10/10,,No
2395,lazuu.uwu_art,https://toyhou.se/21896779.2395,Elementary ,,1,0/5,10/10,,No
2396,lazuu.uwu_art,https://toyhou.se/21896789.2396,Elementary ,,1,0/5,10/10,,No
2397,lazuu.uwu_art,https://toyhou.se/21896792.2397,Elementary ,,1,0/5,10/10,,No
2398,lazuu.uwu_art,https://toyhou.se/21896794.2398,Elementary ,,1,0/5,10/10,,No
2399,lark_barks,https://toyhou.se/21929906.2399,Elementary ,,2,1/5,10/10,,
2400,dead_.luna,https://toyhou.se/21939871.2400,Elementary ,,1,0/5,10/10,,no
2401,Fatterhorner,https://toyhou.se/21939895.2401,Elementary ,,1,0/5,10/10,,no
2402,cuteadragon,https://toyhou.se/21939907.2402,Elementary ,,1,0/5,10/10,,no
2403,_d3f4ult_art,https://toyhou.se/21939925.2403,Elementary ,,1,0/5,10/10,,no
2404,n/a,https://toyhou.se/21939975.2404,Elementary ,,1,0/5,10/10,,no
2405,n/a,https://toyhou.se/21939990.2405,Elementary ,,1,0/5,10/10,,no
2406,n/a,https://toyhou.se/21940008.2406,Elementary ,,1,0/5,10/10,,no
2407,_infamous_comedown_ok,https://toyhou.se/21940024.2407,Elementary ,,1,0/5,10/10,,no
2408,n/a,https://toyhou.se/21940034.2408,Elementary ,,1,0/5,10/10,,no
2409,buggie.is.real,2409 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,yes
2410,mixies_sketchbook,https://toyhou.se/21956414.2410,Elementary ,,1,0/5,10/10,,no
2411,epiiespi ,https://toyhou.se/21956422.2411,Elementary ,,4,2/8,1/10,,no
2412,starrymaplebar.cs,https://toyhou.se/21956433.2412,Elementary ,,1,0/5,10/10,,no
2413,lazuu.uwu_art,https://toyhou.se/21959351.2413,Air-cosmic,,6,6/12,10/10,,no
2414,lazuu.uwu_art,https://toyhou.se/21959522.2414,Earth-plant,,5,1/10,10/10,,no
2415,ssaltlicc,2415 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2416,0_jellybee_0,https://toyhou.se/21967242.2416,Elementary ,,1,0/5,10/10,,no
2417,N/A,https://toyhou.se/21967291.2417,Elementary ,,1,0/5,10/10,,no
2418,_crims0n.mamaart_,2418 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2419,crazy_artist666,2419 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,yes
2420,crazy_artist666,2420 (MYO) on Toyhouse,Cupid,,1,0/5,10/10,,yes
2421,Sour.rot,2421 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2422,Sour.rot,2422 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2423,Sour.rot,2423 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2424,Sour.rot,2424 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2425,Sour.rot,2425 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2426,zak_5670,2426 on Toyhouse,Ilgbii ,N/A,3,2/6,8/10,"Anvil x9
Pot x8
Hoe x8",no
2427,Sour.rot,2427 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2428,lark_barks,2428 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2429,holly.lovesducks,2429 on Toyhouse,Elementary ,,4,2/8,0/10,,no
2430,usukiarts,2430 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2431,N/A,2431 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2432,N/A,2432 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2433,nyxoom_draws,2433 (MYO) on Toyhouse,Abyssius,,1,0/5,10/10,,yes
2434,_crims0n.mamaart_,2434 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2435,honey_arcus,2435 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2436,N/A,2436 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2437,N/A,2437 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2438,_infamous_comedown_ok,2438 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2439,N/A,2439 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2440,N/A,2440 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2441,N/A,2441 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2442,neighborlynarwhal ,2442 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2443,honey_.milktea,2443 on Toyhouse,Elementary ,,2,1/5,10/10,,no
2444,pyr022_,2444 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2445,N/A,2445 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2446,eepiiin,https://toyhou.se/22024596.2446,Ilgbii ,N/A,1,1/5,10/10,,no
2447,_pumpkin_patxh_,https://toyhou.se/22024622.2447,Air - Cosmic,Elementary ,5,5/10,7/10,,no
2448,zak_5670,https://toyhou.se/22034139.2448,Elementary ,,1,0/5,10/10,,no
2449,apohye,https://toyhou.se/22034152.2449,Elementary ,,1,0/5,10/10,,no
2450,_crims0n.mamaart_,https://toyhou.se/22034199.2450,Ilgbii ,N/A,1,0/5,10/10,,no
2451,nyxoom_draws,https://toyhou.se/22037469.2451,Elementary ,,1,0/5,10/10,,no
2452,_fizziepup..teapot_,https://toyhou.se/22038117.2452-myo,Elementary ,,1,0/5,10/10,,
2453,zak_5670,https://toyhou.se/22038127.2453-myo,Elementary ,,1,0/5,10/10,,no
2454,zak_5670,https://toyhou.se/22038148.2454-myo,Elementary ,,1,0/5,10/10,,no
2455,zak_5670,https://toyhou.se/22038156.2455-myo,Elementary ,,3,0/6,6/10,,no
2456,sketchy.pigeon,https://toyhou.se/22038227.2456-myo,ilgbii,N/A,1,0/5,10/10,,no
2457,sketchy.pigeon,https://toyhou.se/22038242.2457-myo,Elementary ,,1,0/5,10/10,,no
2458,usukiarts,https://toyhou.se/22038222.2458-myo,Elementary ,,1,0/5,10/10,,Yes
2459,floof._.adopts,https://toyhou.se/22049620.2459-myo,Elementary ,,1,0/5,10/10,,Yes
2460,tama.novie,https://toyhou.se/22049671.2460-myo,Elementary ,,6,3/12,1/10,,no
2461,tama.novie,2461 on Toyhouse,Elementary ,,12,16/30,1/10,,no
2462,N/A,2462 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2463,zak_5670,2463 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2464,N/A,2464 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2465,N/A,2465 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2466,mixies_sketchbook,https://toyhou.se/22060066.2466,Elementary ,,1,0/5,10/10,,No
2467,N/A,https://toyhou.se/22060080.2467,Elementary ,,1,0/5,10/10,,No
2468,N/A,https://toyhou.se/22060099.2468,Elementary ,,1,0/5,10/10,,No
2469,N/A,https://toyhou.se/22060108.2469,Elementary ,,1,0/5,10/10,,No
2470,N/A,https://toyhou.se/22060128.2470,Elementary ,,1,0/5,10/10,,No
2471,N/A,https://toyhou.se/22060138.2471,Elementary ,,1,0/5,10/10,,No
2472,N/A,https://toyhou.se/22060157.2472,Elementary ,,1,0/5,10/10,,No
2473,axl.ion,https://toyhou.se/22060167.2473,Elementary ,,1,0/5,10/10,,No
2474,_infamous_comedown_ok,https://toyhou.se/22060174.2474,Elementary ,,1,0/5,10/10,,No
2475,reverendrevere,https://toyhou.se/22060183.2475,Elementary ,,1,0/5,10/10,,No
2476,N/A,https://toyhou.se/22060189.2476,Elementary ,,1,0/5,10/10,,No
2477,N/A,https://toyhou.se/22060197.2477,Elementary ,,1,0/5,10/10,,No
2478,bergiepants,https://toyhou.se/22060205.2478,Elementary ,,1,0/5,10/10,,No
2479,the_kid_in_the_corner15,https://toyhou.se/22060215.2479,Elementary ,,1,0/5,10/10,,No
2480,N/A,https://toyhou.se/22060227.2480,Elementary ,,1,0/5,10/10,,No
2481,kats.cafe,https://toyhou.se/22060232.2481,Elementary ,,1,0/5,10/10,,No
2482,N/A,https://toyhou.se/22060238.2482,Elementary ,,1,0/5,10/10,,No
2483,N/A,https://toyhou.se/22060249.2483,Elementary ,,1,0/5,10/10,,No
2484,Crash_Pilot,https://toyhou.se/22060258.2484,Elementary ,,1,0/5,10/10,,No
2485,N/A,https://toyhou.se/22060265.2485,Elementary ,,1,0/5,10/10,,No
2486,floof._.adopts,https://toyhou.se/22060273.2486,Elementary ,,1,0/5,10/10,,No
2487,floof._.adopts,https://toyhou.se/22060279.2487,Elementary ,,1,0/5,10/10,,No
2488,N/A,https://toyhou.se/22060288.2488,Elementary ,,1,0/5,10/10,,No
2489,sketchy.pigeon,https://toyhou.se/22060304.2489,Elementary ,,1,1/5,10/10,,No
2490,Crash_Pilot,https://toyhou.se/22060310.2490,Elementary ,,1,0/5,10/10,,No
2491,N/A,https://toyhou.se/22060314.2491,Elementary ,,1,0/5,10/10,,No
2492,sketchy.pigeon,https://toyhou.se/22060339.2492,Elementary ,,1,1/5,10/10,,No
2493,N/A,https://toyhou.se/22060351.2493,Elementary ,,1,0/5,10/10,,No
2494,N/A,https://toyhou.se/22060360.2494,Elementary ,,1,0/5,10/10,,No
2495,Crash_Pilot,https://toyhou.se/22060364.2495,Elementary ,,1,0/5,10/10,,No
2496,neighborlynarwhal,https://toyhou.se/22060377.2496,Elementary ,,1,0/5,10/10,,No
2497,p0pcorns_,https://toyhou.se/22060385.2497,Elementary ,,1,0/5,10/10,,No
2498,neighborlynarwhal,https://toyhou.se/22060391.2498,Elementary ,,1,0/5,10/10,,No
2499,N/A,https://toyhou.se/22060395.2499,Elementary ,,1,0/5,10/10,,No
2500,N/A,https://toyhou.se/22060402.2500,Elementary ,,1,0/5,10/10,,No
